,신문사url,기사타이틀,기사url,요약기사
62,http://ch1.tbroad.com/,[B tv 수원뉴스]코로나19 백신 접종 현황…앞으로 계획은?,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=421&aid=0005653443,정부는 이달 말쯤 관련 방안을 발표할 방침입니다. B tv <mark>뉴스</mark> 김효승입니다. [영상/편집 - 노영훈 기자] #코로나19예방접종 #백신접종 #백신접종계획 #부스터샷 #당일접종 #SK브로드밴드수원방송 #Btv<mark>뉴스</mark> #
63,http://news1.kr/,"'조정 예언' 박세익 ""금리 우려만큼 안오른다""…뉴스1투자포럼 막올라",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=052&aid=0001652232,"은 13일 이런 궁금증을 해소하기 위해 '<mark>뉴스</mark>1투자포럼2021-격동의 금리인상기 금융시장 전망'을 개최한다.... 때 &lt;<mark>뉴스</mark>1&gt;과의 인터뷰에서 하반기 '조정' 위험을 경고했는데, 이 경고도 그대로 적중했다. 박 대표는 이번..."
64,http://www.ytn.co.kr/,"[자막뉴스] 밤 10시 넘어 돌아와 ""왜 내 자리 치우냐""...만취 손님의 '만행'",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=001&aid=0012717725,서울 화곡동의 한 횟집. 밤 10시를 넘겨 손님들이 모두 나가고 정리가 한창입니다. 그런데 갑자기 30분 전 나갔던 젊은 남성이 돌아오더니 자기 자리를 왜 치웠느냐며 욕설을 퍼붓습니다. 업주가 밤 10시가 넘은 데다...
65,https://www.yna.co.kr/,[연합뉴스 이 시각 헤드라인] - 08:00,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003562099,"■ '위드 코로나' 준비 속도 붙는다…일상회복위원회 오늘 출범 '위드(with) 코로나', 즉 '단계적 일상회복'의 구체적 방안을 논의할 신종 코로나바이러스 감염증(코로나19) 일상회복지원위원회가 13일 출범해 첫..."
66,http://ch1.tbroad.com/,[Btv 부산뉴스]부산 해외취업 합동박람회 개최,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=081&aid=0003221786,부산시와 고용노동부가 공동으로 코로나19 장기화로 막혀버린 청년들의 글로벌 진출을 돕기 위해 2021 부산 해외취업 합동박람회를 개최합니다. 이번 박람회에는 미국과 일본기업 약 20개사가 참여해 주로 온라인으로...
67,http://www.nocutnews.co.kr/,"[뉴스쏙:속]김만배, 정영학, 남욱…대장동 키맨들 수면 위로",,"필요한 <mark>뉴스</mark>만 '쏙' 뽑아 '속'도감 있게 전달해드리는 [<mark>뉴스</mark>쏙:속]입니다.■ 방송 : CBS 김덕기의아침<mark>뉴스</mark> (10월13일) ■ 채널 : 표준 FM 98.1 (07:00~07:17) 1. 김만배, 정영학, 남욱…수면위 부상한 대장동 키맨들 대장동 개발 특혜..."
68,http://www.kyeonggi.com/,버스 파업 하루 전 [포토뉴스],,경기지역 버스노조가 '2차 조정회의' 결과에 따라 14일부터 파업을 예고한 가운데 13일 오후 장안공원 버스정류장에 파업 안내 현수막이 걸려 있다.조주현기자 경기지역 버스노조가 '2차 조정회의' 결과에 따라 14일부터...
69,https://www.seoul.co.kr/,"[뉴스분석]민주당 경선 이틀 뒤 文대통령의 대장동 수사 지시, 왜?",,"민주당 경선 끝나 정치적 부담 덜한 시점 국민공분에 공감 야권 파상공세, 이재명 후보 면담 앞두고 불가피한 측면도 문재인 대통령은 12일 “대장동 사건에 대해 검찰과 경찰은 적극 협력해 신속하고 철저한 수사로 실체적..."
70,http://www.kyeonggi.com/,제21회 산학협동 산업기술대전 [포토뉴스],,13일 오전 한국산업기술대학교 체육관에서 열린 ''제21회 산학협동 산업기술대전' 에서 재학생이 LTE통신을 이용한 실시간 원격조종 시스템을 체험하고 있다. 이번 행사는 산기대 재학생들의 작품과 대학과 기업 간...
71,http://mtn.mt.co.kr/,"도로교통공단, ‘보복운전 예방 및 대처법’안내 위한 카드뉴스 제작 및 배포",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=052&aid=0001652092,"도로교통공단(이사장 이주민)은 운전 중 순간적인 분노를 현명하게 조절하지 못해 발생하는 보복운전 교통사고를 예방하기 위해 ‘보복운전의 원인과 유형, 예방과 대처법’ 카드<mark>뉴스</mark>를 제작 및 배포한다. 보복운전은..."
72,http://www.ytn.co.kr/,[자막뉴스] 벌떼가 학생들 덮치자...벌집 막은 선생님,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005656527,도로로 뛰어나온 학생들. 몸에서 무언가를 털려고 애쓰더니 옷을 들춰 피부를 살핍니다. 벌떼 공격을 받아 털어내려는 겁니다. 등산로 초입에서는 옷과 장갑으로 무장한 소방대원이 불꽃과 삽으로 벌집을 제거합니다....
73,http://news1.kr/,"[뉴스1 PICK]구속 갈림길 선 '대장동 의혹'의 핵심 김만배...檢 ""유동규와 공범""",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=437&aid=0000278304,"대장동 개발 특혜 의혹의 핵심인물인 화천대유 대주주 김만배 씨가 14일 오전 증앙지법에 출두했다. 검찰은 사흘 전 김 씨를 처음 불러 조사하고 자정을 넘겨 귀가시킨 뒤, 당일 저녁 속전속결로 구속영장을 청구했다...."
74,http://news.jtbc.joins.com/,"[뉴스체크｜문화] 한복 차림 국무회의 ""환영"" 성명",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=437&aid=0000278305,"1. 한복 차림 국무회의 ""환영"" 성명 이번 주 한복문화주간을 맞아 문재인 대통령을 포함해 국무회의 참석자들이 한복을 입은 것에 대해 한복 단체들이 환영했는데요. 이를 계기로 각종 기념식이나 귀빈 맞이 행사 등에서..."
75,http://news.jtbc.joins.com/,[뉴스체크｜오늘] '박사방 운영자' 조주빈 대법 선고,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=052&aid=0001652061,1. 생후 6개월~13세 독감 백신 접종 코로나 백신과 함께 독감 예방접종도 진행되고 있는데요. 오늘(14일)부터는 생후 6개월에서 13세까지 무료 접종을 받을 수 있습니다. 독감 백신을 한 번만 맞으면 되는 경우가...
76,http://www.ytn.co.kr/,[자막뉴스] 코뼈·앞니 부러질 정도로 여자 초등생 때린 남자 중학생...이유는?,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=215&aid=0000990027,"강원도 강릉에 사는 초등학교 6학년 A양 입술이 터지고 얼굴과 등은 멍들었습니다. 코뼈와 앞니 2개도 부러졌습니다. 지난달 중순, 학원 수업이 끝난 뒤 복도에서 같은 동네 중학교 1학년 남학생에게 주먹과 발로 폭행을..."
77,http://www.wowtv.co.kr/,"[영상뉴스] KT에스테이트, 클라우드 활용 스마트관제 시대 활짝",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=055&aid=0000926842,KT 에스테이트가 빌딩 관리시 투자비 절감·운영 효율화를 추구할 수 있는 클라우드 방식의 스마트통합관제플랫폼을 개발했다. 스마트통합관제플랫폼은 자동제어시스템을 기반으로 빌딩의 주요설비를 모니터링하고...
78,http://news.sbs.co.kr/,퇴근길 코로나 한 줄 뉴스 (10/13),https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=001&aid=0012719973,"1. 오늘(13일) 0시 기준 코로나19 신규 확진자는 1천584명으로, 한글날 연휴(9~11일)를 전후해 국내 발생 확진자 수가 1천560명(10일)→1천284명→1천334명→1천571명(오늘)으로 다시 증가세를 보이고 있습니다. 2. 경기도 연천..."
79,https://www.yna.co.kr/,[인사] 뉴스더원,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003562442,▲ 충청취재본부장 최진섭 (서울=연합<mark>뉴스</mark>)
80,http://www.nocutnews.co.kr/,[인천 주요 뉴스] 올해 인천 국민연금 체납액 2천247억…최근 5년간 최다,,올해 인천 국민연금 체납액 2247억…최근 5년간 최다 코로나19 사태로 올해 인천 지역의 국민연금 보험료 체납액이 2200억 원대에 달해 최근 5년간 가장 높은 것으로 나타났습니다. 국회 보건복지위원회 허종식...
81,http://news1.kr/,[그래픽뉴스] 국산 누리호 10월 21일 '점화'…7대 우주강국 첫걸음,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=421&aid=0005657139,"김초희 디자이너 = 오는 21일 전남 고흥군 나로우주센터에서 한국형 발사체 '누리호'가 발사될 예정이다. 누리호 개발에 성공하면 한국은 미국, 러시아, 유럽, 중국, 일본, 인도에 이어 무게 1톤이상의 실용 위성을..."
82,http://news.jtbc.joins.com/,[뉴스체크｜경제] 경기도 공공 버스 노조 파업 철회,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=437&aid=0000278289,1. 가계부채 대책 다음 주 발표 예정 이달 중순쯤으로 발표 시점이 나왔던 가계 부채와 관련한 추가 대책이 다음 주쯤 발표될 것으로 보입니다. 전세대출 규제를 검토하고 있다는 소식에 전세 실수요자들의 목소리가 커지고...
83,http://news.jtbc.joins.com/,[뉴스체크｜사회] 경기 광주서 벤츠가 식당 외벽 충돌,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=437&aid=0000278290,"1. 50대 사기범, 구속 직전 도주 사기 혐의로 징역 6개월의 실형을 선고받은 50대 남성이 법정구속 직전 달아났습니다. 어제(13일) 오후 3시쯤 대전지방법원에서 선고를 받은 직후 감시가 소홀한 틈을 타 법정을..."
84,http://news.jtbc.joins.com/,"[뉴스체크｜정치] 이재명, 민주당 원로들과 상견례",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=437&aid=0000278288,"1. ""한·일 정상, 전화 통화 계획"" 문재인 대통령과 기시다 후미오 일본 총리가 오늘(14일) 첫 전화 통화를 할 예정이라고 일본 교도통신이 보도했습니다. 두 정상의 통화가 성사되면 지난 4일 기시다 총리가 취임한 이후 첫..."
85,http://www.khan.co.kr/,하늘이 다 했네 [포토뉴스],https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003103534,청명한 하늘이 펼쳐진 13일 한복을 곱게 차려입고 경복궁 나들이에 나선 학생들이 기념촬영을 하며 고궁의 가을 정취를 즐기고 있다.
86,http://www.ytn.co.kr/,[자막뉴스] '설상가상' 전력난에 기상 이변까지...비상 걸린 中,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=052&aid=0001651974,최근 기록적인 폭우가 내린 산시 성은 곳곳이 물바다가 됐습니다. 기상 관측 이래 가장 강력한 가을철 폭우로 18명 이 사망 또는 실종됐습니다. 3만 7천여 채의 주택이 완파 또는 반파되면서 이재민은 176만 명에...
87,http://www.yonhapnewstv.co.kr/,[센터뉴스] 사용자 친족의 '직장 갑질'…최대 1천만원 과태료 外,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=422&aid=0000509059,오늘의 중심 센터<mark>뉴스</mark> 시작합니다. ▶ 사용자 친족의 '직장 갑질'…최대 1천만원 과태료 먼저 오전의 주요<mark>뉴스</mark> 함께 보시죠. 직장 내 괴롭힘은 사용자뿐 아니라 그 배우자나 친인척들에 의해서 이뤄지는 경우도...
88,http://ch1.tbroad.com/,[B tv 중부뉴스]천안시시설관리공단 창립 10주년 기념식,,"지난 2011년 출범한 천안시시설관리공단이 창립 10주년을 맞았습니다. 공단은 13일 창립 10주년 기념식을 열고, 유공 직원과 우수고객에게 표창장을 수여했습니다. 또 친환경·사회책임·투명한 기업경영을..."
89,http://ch1.tbroad.com/,"[B tv 대구뉴스] 돌파감염 차단, 위드 코로나 전환 위해 부스터 샷 시행",,"한편 화이자 백신 추가 접종 효과와 관련한 임상연구에서 추가 접종군이 그렇지 않은 경우에 비해 감염 예방 효과가 11.3배, 중증화 예방 효과는 19.5배 높다는 연구결과도 나왔습니다. B tv <mark>뉴스</mark> 우성문입니다."
90,http://ch1.tbroad.com/,[B tv 중부뉴스]포토뉴스,,"{ 아산소방서, 교통사고 소방활동 시민에 유공자 표창 } 아산소방서가 교통사고 현장에서 적극적인 구호 활동으로 인명과 재산피해를 예방한 시민 이성수 씨에게 표창장을 수여했습니다. 이 씨는 지난 달 26일, 탕정면의..."
